year,state,code,christianity_protestant,christianity_romancatholic,christianity_easternorthodox,christianity_anglican,christianity_other,christianity_all,judaism_orthodox,judaism_conservative,judaism_reform,judaism_other,judaism_all,islam_sunni,islam_shi’a,islam_ibadhi,islam_nationofislam,islam_alawite,islam_ahmadiyya,islam_other,islam_all,buddhism_mahayana,buddhism_theravada,buddhism_other,buddhism_all,zoroastrianism_all,hinduism_all,sikhism_all,shinto_all,baha’i_all,taoism_all,jainism_all,confucianism_all,syncretism_all,animism_all,noreligion_all,otherreligion_all,religion_all,population,protestant_percent,romancatholic_percent,easternorthodox_percent,anglican_percent,otherchristianity_percent,christianity_percent,orthodox_percent,conservative_percent,reform_percent,otherjudaism_percent,judaism_percent,sunni_percent,shi’a_percent,ibadhi_percent,nationofislam_percent,alawite_percent,ahmadiyya_percent,otherislam_percent,islam_percent,mahayana_percent,theravada_percent,otherbuddhism_percent,buddhism_percent,zoroastrianism_percent,hinduism_percent,sikhism_percent,shinto_percent,baha’i_percent,taoism_percent,jainism_percent,confucianism_percent,syncretism_percent,animism_percent,noreligion_percent,otherreligion_percent,religion_sumpercent,total_percent,dual_religion,source_code
1965,South Africa,SAF,5882100,1176420,24591,980350,6606380,14669841,0,0,0,117738,117738,0,0,0,0,0,0,237748,237748,0,0,1733,1733,0,395597,3484,0,11456,0,0,0,1471,4033393,121065,13474,19593526,19607000,0.3,0.06,0.0013,0.05,0.3369,0.7482,0,0,0,0.006,0.006,0,0,0,0,0,0,0.0121,0.0121,0,0,0.0001,0.0001,0,0.0202,0.0002,0,0.0006,0,0,0,0.0001,0.2057,0.0062,0.0007,0.9993,1.0001,0,20
1970,South Africa,SAF,6451204,1585567,29869,1232944,7847254,17146838,0,0,0,119477,119477,0,0,0,0,0,0,269496,269496,0,0,2246,2246,0,431194,3998,0,15271,0,0,0,1637,4299786,154781,13276,22444724,22458000,0.2873,0.0706,0.0013,0.0549,0.3494,0.7635,0,0,0,0.0053,0.0053,0,0,0,0,0,0,0.012,0.012,0,0,0.0001,0.0001,0,0.0192,0.0002,0,0.0007,0,0,0,0.0001,0.1915,0.0069,0.0006,0.9994,1.0001,0,7
1975,South Africa,SAF,7178320,1796830,33934,1301972,9440130,19751186,0,0,0,138538,138538,0,0,0,0,0,0,315748,315748,0,0,2473,2473,0,498097,4649,0,19135,0,323,3230,1818,4407093,526464,246,25668754,25669000,0.2796,0.07,0.0013,0.0507,0.3678,0.7695,0,0,0,0.0054,0.0054,0,0,0,0,0,0,0.0123,0.0123,0,0,0.0001,0.0001,0,0.0194,0.0002,0,0.0007,0,0,0.0001,0.0001,0.1717,0.0205,0,1,1,0,99
1980,South Africa,SAF,7278600,2041900,38000,1371000,11868600,22598100,0,0,0,157600,157600,0,0,0,0,0,5000,357000,362000,0,0,2700,2700,0,565000,5300,0,23000,0,646,6460,2000,4534400,898147,14647,29155353,29170000,0.2495,0.07,0.0013,0.047,0.4069,0.7747,0,0,0,0.0054,0.0054,0,0,0,0,0,0.0002,0.0122,0.0124,0,0,0.0001,0.0001,0,0.0194,0.0002,0,0.0008,0,0,0.0002,0.0001,0.1554,0.0308,0.0005,0.9995,1,0,7
1985,South Africa,SAF,8260750,2313010,35333,1710773,13217200,25537066,0,0,0,128800,128800,0,0,0,0,0,0,351000,351000,0,0,44600,44600,0,566000,6387,0,15500,0,969,9691,10351,5054280,1269831,48525,32994475,33043000,0.25,0.07,0.0011,0.0518,0.4,0.7728,0,0,0,0.0039,0.0039,0,0,0,0,0,0,0.0106,0.0106,0,0,0.0013,0.0013,0,0.0171,0.0002,0,0.0005,0,0,0.0003,0.0003,0.153,0.0384,0.0015,0.9985,0.9999,0,13
1990,South Africa,SAF,9079655,2600045,34000,1880659,15269840,28864199,0,0,0,114400,114400,0,0,0,0,0,0,436871,436871,0,0,65549,65549,0,664743,6930,0,11750,0,1130,11306,14526,5364220,1455672,54704,37011296,37066000,0.245,0.0701,0.0009,0.0507,0.412,0.7787,0,0,0,0.0031,0.0031,0,0,0,0,0,0,0.0118,0.0118,0,0,0.0018,0.0018,0,0.0179,0.0002,0,0.0003,0,0,0.0003,0.0004,0.1447,0.0393,0.0015,0.9985,1,0,13
1995,South Africa,SAF,11997500,4587445,45070,2142087,16560000,35332102,0,0,0,91116,91116,449500,41200,0,0,0,0,0,490700,0,0,25500,25500,0,91116,0,0,0,0,0,0,0,1857016,3250000,106450,41137550,41244000,0.2909,0.1112,0.0011,0.0519,0.4015,0.8567,0,0,0,0.0022,0.0022,0.0109,0.001,0,0,0,0,0,0.0119,0,0,0.0006,0.0006,0,0.0022,0,0,0,0,0,0,0,0.045,0.0788,0.0026,0.9974,1,0,330
2000,South Africa,SAF,12250000,2962691,39920,2187500,14190000,31630111,0,0,0,75749,75749,590000,64000,0,0,0,0,0,654000,0,0,98000,98000,0,560000,8560,0,10000,0,1615,0,27053,5000000,1850000,461912,39915088,40377000,0.3034,0.0734,0.001,0.0542,0.3514,0.7834,0,0,0,0.0019,0.0019,0.0146,0.0016,0,0,0,0,0,0.0162,0,0,0.0024,0.0024,0,0.0139,0.0002,0,0.0002,0,0,0,0.0007,0.1238,0.0458,0.0114,0.9886,0.9999,0,330
2005,South Africa,SAF,12128000,3257130,35160,2044169,20455000,37919459,0,0,0,78642,78642,679475,70025,0,0,0,0,0,749500,0,0,128535,128535,0,655165,9582,0,15500,0,1808,10004,30284,4850000,2525000,361521,46973479,47335000,0.2562,0.0688,0.0007,0.0432,0.4321,0.8011,0,0,0,0.0017,0.0017,0.0144,0.0015,0,0,0,0,0,0.0158,0,0,0.0027,0.0027,0,0.0138,0.0002,0,0.0003,0,0,0.0002,0.0006,0.1025,0.0533,0.0076,0.9924,0.9998,0,99
2010,South Africa,SAF,12006000,3551568,30400,1900839,23000000,40488807,0,0,0,81536,81536,768950,76050,0,0,0,0,0,845000,0,0,159070,159070,0,750331,10605,0,21000,0,2001,20009,33515,3980000,3200000,430214,49591874,50022088,0.24,0.071,0.0006,0.038,0.4598,0.8094,0,0,0,0.0016,0.0016,0.0154,0.0015,0,0,0,0,0,0.0169,0,0,0.0032,0.0032,0,0.015,0.0002,0,0.0004,0,0,0.0004,0.0007,0.0796,0.064,0.0086,0.9914,1,0,1
1990,Namibia,NAM,645000,227000,0,28000,348000,1248000,0,0,0,1600,1600,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,6500,0,0,0,0,80900,12800,2000,1350000,1352000,0.4771,0.1679,0,0.0207,0.2574,0.9231,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0.0598,0.0095,0.0015,0.9985,1,0,7
1995,Namibia,NAM,770890,242950,0,39890,346866,1400596,0,0,0,1792,1792,0,0,0,0,0,0,3068,3068,0,0,0,0,0,0,0,0,7409,0,0,0,0,98310,17811,7014,1528986,1536000,0.5019,0.1582,0,0.026,0.2258,0.9118,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0.064,0.0116,0.0046,0.9954,1,0,1
2000,Namibia,NAM,815055,306844,0,51780,297800,1471479,0,0,0,0,0,5800,137,0,0,0,0,5937,11874,0,0,0,0,0,0,0,0,8319,0,0,0,0,185200,32500,16628,1709372,1726000,0.4722,0.1778,0,0.03,0.1725,0.8525,0,0,0,0,0,0.0034,0.0001,0,0,0,0,0.0034,0.0069,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0.1073,0.0188,0.0096,0.9904,0.9999,0,13
2005,Namibia,NAM,942000,457564,0,0,293713,1693277,0,0,0,0,0,9000,700,0,0,0,0,0,9700,0,0,0,0,0,3311,0,0,0,0,0,0,0,204882,36557,9272,1947728,1957000,0.4813,0.2338,0,0,0.1501,0.8652,0,0,0,0,0,0.0046,0.0004,0,0,0,0,0,0.005,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0.1047,0.0187,0.0047,0.9953,1,0,200
2010,Namibia,NAM,1049122,621785,0,0,195037,1865944,0,0,0,2466,2466,9500,700,0,0,0,0,0,10200,0,0,0,0,0,3500,0,0,2500,0,0,0,0,215000,41443,3711,2141053,2144764,0.4892,0.2899,0,0,0.0909,0.87,0,0,0,0.0011,0.0011,0.0044,0.0003,0,0,0,0,0,0.0048,0,0,0,0,0,0.0016,0,0,0.0012,0,0,0,0,0.1002,0.0193,0.0017,0.9983,0.9999,0,1
1970,Lesotho,LES,230561,422922,0,82354,131255,867092,0,0,0,0,0,0,0,0,0,0,0,546,546,0,0,0,0,0,62,0,0,8959,0,0,0,0,186648,618,75,1063925,1064000,0.2167,0.3975,0,0.0774,0.1234,0.8149,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0001,0,0,0.0084,0,0,0,0,0.1754,0.0006,0.0001,0.9999,1,0,7
1975,Lesotho,LES,262280,484311,0,95077,187627,1029295,0,0,0,0,0,0,0,0,0,0,0,593,593,0,0,0,0,0,61,0,0,9829,0,0,0,0,142440,659,4123,1182877,1187000,0.221,0.408,0,0.0801,0.1581,0.8671,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0001,0,0,0.0083,0,0,0,0,0.12,0.0006,0.0035,0.9965,1.0001,0,99
1980,Lesotho,LES,294000,545700,0,107800,244000,1191500,0,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0,60,0,0,10700,0,0,0,0,133900,700,1500,1337500,1339000,0.2196,0.4075,0,0.0805,0.1822,0.8898,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.1,0.0005,0.0011,0.9989,0.9999,0,7
1985,Lesotho,LES,315630,646290,0,90180,310630,1362730,0,0,0,0,0,0,0,0,0,0,0,745,745,0,0,0,0,0,580,0,0,12550,0,0,0,0,120240,2050,4105,1498895,1503000,0.21,0.43,0,0.06,0.2067,0.9067,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0004,0,0,0.0083,0,0,0,0,0.08,0.0014,0.0027,0.9973,1,0,2
1990,Lesotho,LES,320940,784520,0,106980,400090,1612530,0,0,0,0,0,0,0,0,0,0,0,850,850,0,0,0,0,0,1100,0,0,14400,0,0,0,0,145700,3400,5020,1777980,1783000,0.18,0.44,0,0.06,0.2244,0.9044,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0006,0,0,0.0081,0,0,0,0,0.0817,0.0019,0.0028,0.9972,1,0,7
1995,Lesotho,LES,344590,892150,0,121620,466210,1824570,0,0,0,0,0,0,0,0,0,0,0,920,920,0,0,0,0,0,1196,0,0,16716,0,0,0,0,162160,4154,17284,2009716,2027000,0.17,0.4401,0,0.06,0.23,0.9001,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0006,0,0,0.0082,0,0,0,0,0.08,0.002,0.0085,0.9915,0.9999,0,1
2000,Lesotho,LES,357000,1025000,0,145000,380000,1907000,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,1292,0,0,19033,0,0,0,0,205000,14500,5175,2147825,2153000,0.1658,0.4761,0,0.0673,0.1765,0.8857,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0006,0,0,0.0088,0,0,0,0,0.0952,0.0067,0.0024,0.9976,0.9999,0,13
2005,Lesotho,LES,425000,1167075,0,99750,151000,1842825,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,1155,0,0,5200,0,0,0,0,102000,4213,38407,1956593,1995000,0.213,0.585,0,0.05,0.0757,0.9237,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0006,0,0,0.0026,0,0,0,0,0.0511,0.0021,0.0193,0.9807,1,0,83
2010,Lesotho,LES,496281,1220514,0,102475,153681,1972951,0,0,0,0,0,0,0,0,0,0,0,1600,1600,0,0,0,0,0,1213,0,0,800,0,0,0,0,105500,5800,7032,2087864,2094896,0.2369,0.5826,0,0.0489,0.0734,0.9418,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0006,0,0,0.0004,0,0,0,0,0.0504,0.0028,0.0034,0.9966,1.0002,0,350
1970,Botswana,BOT,83449,18268,43,6030,111210,219000,0,0,0,86,86,0,0,0,0,0,0,173,173,0,0,0,0,0,0,0,0,2931,0,0,0,0,374740,0,70,596930,597000,0.1398,0.0306,0.0001,0.0101,0.1863,0.3668,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0.0049,0,0,0,0,0.6277,0,0.0001,0.9999,0.9999,0,7
1975,Botswana,BOT,105724,27434,51,7415,186775,327399,0,0,0,108,108,0,0,0,0,0,0,216,216,0,0,0,0,0,388,38,0,3765,0,0,0,15,377360,350,2361,709639,712000,0.1485,0.0385,0.0001,0.0104,0.2623,0.4598,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0005,0.0001,0,0.0053,0,0,0,0,0.53,0.0005,0.0033,0.9967,1,0,99
1980,Botswana,BOT,128000,36600,60,8800,242240,415700,0,0,0,130,130,0,0,0,0,0,0,260,260,0,0,0,0,0,775,75,0,4600,0,0,0,30,455940,700,15790,878210,894000,0.1432,0.0409,0.0001,0.0098,0.271,0.465,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0009,0.0001,0,0.0051,0,0,0,0,0.51,0.0008,0.0177,0.9823,1,0,7
1985,Botswana,BOT,137230,42200,70,9150,355350,544000,0,0,0,190,190,0,0,0,0,0,0,1280,1280,0,0,0,0,0,1163,113,0,7000,0,0,0,45,533120,1050,39,1087961,1088000,0.1261,0.0388,0.0001,0.0084,0.3266,0.5,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0012,0.0012,0,0,0,0,0,0.0011,0.0001,0,0.0064,0,0,0,0,0.49,0.001,0,1,1,0,2
1990,Botswana,BOT,146460,47800,80,9500,500860,704700,0,0,0,250,250,0,0,0,0,0,0,2300,2300,0,0,0,0,0,1550,150,0,9400,0,0,0,60,572000,1400,8190,1291810,1300000,0.1127,0.0368,0.0001,0.0073,0.3853,0.5421,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0018,0.0018,0,0,0,0,0,0.0012,0.0001,0,0.0072,0,0,0,0,0.44,0.0011,0.0063,0.9937,1,0,7
1995,Botswana,BOT,159712,59989,79,9778,606080,835638,0,0,0,293,293,0,0,0,0,0,0,3372,3372,0,0,0,0,0,1894,172,0,11431,0,0,0,75,582400,2025,18700,1437300,1456000,0.1097,0.0412,0.0001,0.0067,0.4163,0.5739,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0023,0.0023,0,0,0,0,0,0.0013,0.0001,0,0.0079,0,0,0,0.0001,0.4,0.0014,0.0128,0.9872,1,0,1
2000,Botswana,BOT,173421,61207,79,10056,629861,874624,0,0,0,337,337,38522,2027,0,0,0,0,0,40549,0,0,905,905,0,2238,195,0,1950,0,0,0,1900,675000,15200,9102,1612898,1622000,0.1069,0.0377,0,0.0062,0.3883,0.5392,0,0,0,0.0002,0.0002,0.0237,0.0012,0,0,0,0,0,0.025,0,0,0.0006,0.0006,0,0.0014,0.0001,0,0.0012,0,0,0,0.0012,0.4162,0.0094,0.0056,0.9944,1.0001,0,13
2005,Botswana,BOT,214035,91321,73,0,833309,1138738,0,0,0,348,348,40375,2125,0,0,0,0,0,42500,0,0,934,934,0,2306,202,0,2500,0,0,0,93,482292,34200,3887,1704113,1708000,0.1253,0.0535,0,0,0.4879,0.6667,0,0,0,0.0002,0.0002,0.0236,0.0012,0,0,0,0,0,0.0249,0,0,0.0005,0.0005,0,0.0014,0.0001,0,0.0015,0,0,0,0.0001,0.2824,0.02,0.0023,0.9977,1.0001,0,200
2010,Botswana,BOT,235097,100308,80,0,915314,1250799,0,0,0,0,0,47053,2476,0,0,0,0,0,49529,0,0,1009,1009,0,2494,217,0,3450,0,0,0,100,425000,45000,29917,1777598,1807515,0.1301,0.0555,0,0,0.5064,0.692,0,0,0,0,0,0.026,0.0014,0,0,0,0,0,0.0274,0,0,0.0006,0.0006,0,0.0014,0.0001,0,0.0019,0,0,0,0.0001,0.2351,0.0249,0.0166,0.9834,1.0001,0,83
1970,Swaziland,SWA,61322,31928,0,3415,185170,281835,0,0,0,0,0,0,0,0,0,0,0,282,282,0,0,0,0,0,0,0,0,6576,0,0,0,0,130303,0,4,418996,419000,0.1464,0.0762,0,0.0082,0.4419,0.6726,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0,0,0.0157,0,0,0,0,0.311,0,0,1,1,0,7
1975,Swaziland,SWA,86861,41214,0,4692,217207,349974,0,0,0,0,0,0,0,0,0,0,0,341,341,0,0,0,0,0,300,0,0,5682,0,0,0,0,119750,1875,1078,477922,479000,0.1813,0.086,0,0.0098,0.4535,0.7306,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0.0006,0,0,0.0119,0,0,0,0,0.25,0.0039,0.0023,0.9977,1,0,99
1980,Swaziland,SWA,112400,50500,0,5970,249240,418110,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,0,600,0,0,4788,0,0,0,0,121000,3750,1352,548648,550000,0.2044,0.0918,0,0.0109,0.4532,0.7602,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0.0011,0,0,0.0087,0,0,0,0,0.22,0.0068,0.0025,0.9975,1,0,7
1985,Swaziland,SWA,113955,48000,0,16485,319560,498000,0,0,0,0,0,0,0,0,0,0,0,2550,2550,0,0,0,0,0,900,0,0,3894,0,0,0,0,127600,5000,56,637944,638000,0.1786,0.0752,0,0.0258,0.5009,0.7806,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0,0.0014,0,0,0.0061,0,0,0,0,0.2,0.0078,0.0001,0.9999,1,0,13
1990,Swaziland,SWA,115510,45500,0,27000,461400,649410,0,0,0,0,0,0,0,0,0,0,0,4700,4700,0,0,0,0,0,1200,0,0,3000,0,0,0,0,100000,7500,3190,765810,769000,0.1502,0.0592,0,0.0351,0.6,0.8445,0,0,0,0,0,0,0,0,0,0,0,0.0061,0.0061,0,0,0,0,0,0.0016,0,0,0.0039,0,0,0,0,0.13,0.0098,0.0041,0.9959,1,0,7
1995,Swaziland,SWA,107247,45400,0,24720,590200,767567,0,0,0,0,0,0,0,0,0,0,0,5324,5324,0,0,0,0,0,1311,0,0,3512,0,0,0,0,118040,8790,3456,904544,908000,0.1181,0.05,0,0.0272,0.65,0.8453,0,0,0,0,0,0,0,0,0,0,0,0.0059,0.0059,0,0,0,0,0,0.0014,0,0,0.0039,0,0,0,0,0.13,0.0097,0.0038,0.9962,1,0,2
2000,Swaziland,SWA,367823,262730,0,18666,211999,861218,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,1532,0,0,4536,0,0,0,0,126000,11933,1581,1006419,1008000,0.3649,0.2606,0,0.0185,0.2103,0.8544,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0,0,0,0,0,0.0015,0,0,0.0045,0,0,0,0,0.125,0.0118,0.0016,0.9984,1,0,13
2005,Swaziland,SWA,394100,281500,0,20000,220000,915600,0,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,1745,0,0,5157,0,0,0,0,185000,13560,3438,1122562,1126000,0.35,0.25,0,0.0178,0.1954,0.8131,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0013,0,0,0,0,0,0.0015,0,0,0.0046,0,0,0,0,0.1643,0.012,0.0031,0.9969,0.9999,0,83
2010,Swaziland,SWA,352752,305149,0,24412,275000,957312,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,0,0,0,1855,0,0,5493,0,0,0,0,229560,14449,3924,1216670,1220594,0.289,0.25,0,0.02,0.2253,0.7843,0,0,0,0,0,0,0,0,0,0,0,0.0066,0.0066,0,0,0,0,0,0.0015,0,0,0.0045,0,0,0,0,0.1881,0.0118,0.0032,0.9968,1,0,350
1960,Madagascar,MAG,1288080,1073400,452,40384,161010,2563326,0,0,0,77,77,0,0,0,0,0,0,84574,84574,0,0,1608,1608,0,690,0,0,3071,0,0,0,3338,2700000,2835,7481,5359519,5367000,0.24,0.2,0.0001,0.0075,0.03,0.4776,0,0,0,0,0,0,0,0,0,0,0,0.0158,0.0158,0,0,0.0003,0.0003,0,0.0001,0,0,0.0006,0,0,0,0.0006,0.5031,0.0005,0.0014,0.9986,1,0,12
1965,Madagascar,MAG,1398400,1216000,506,46186,304000,2965092,0,0,0,90,90,0,0,0,0,0,0,99604,99604,0,0,1834,1834,0,950,0,0,3587,0,0,0,3740,2985653,3447,16003,6063997,6080000,0.23,0.2,0.0001,0.0076,0.05,0.4877,0,0,0,0,0,0,0,0,0,0,0,0.0164,0.0164,0,0,0.0003,0.0003,0,0.0002,0,0,0.0006,0,0,0,0.0006,0.4911,0.0006,0.0026,0.9974,1.0001,0,20
1970,Madagascar,MAG,1415198,1670996,566,52822,315682,3455264,0,0,0,105,105,0,0,0,0,0,0,117306,117306,0,0,2092,2092,0,1310,0,0,4191,0,0,0,4191,3271306,4191,44,6859956,6860000,0.2063,0.2436,0.0001,0.0077,0.046,0.5037,0,0,0,0,0,0,0,0,0,0,0,0.0171,0.0171,0,0,0.0003,0.0003,0,0.0002,0,0,0.0006,0,0,0,0.0006,0.4769,0.0006,0,1,1,0,7
1975,Madagascar,MAG,1633380,1866720,633,60411,233340,3794484,0,0,0,122,122,0,0,0,0,0,0,138153,138153,0,0,2386,2386,0,1805,0,0,4895,0,0,0,4695,3800743,5095,25622,7752378,7778000,0.21,0.24,0.0001,0.0078,0.03,0.4878,0,0,0,0,0,0,0,0,0,0,0,0.0178,0.0178,0,0,0.0003,0.0003,0,0.0002,0,0,0.0006,0,0,0,0.0006,0.4887,0.0007,0.0033,0.9967,1,0,99
1980,Madagascar,MAG,1995840,2174180,700,68000,272160,4510880,0,0,0,140,140,0,0,0,0,0,0,159000,159000,0,0,2680,2680,0,2300,0,0,5600,0,0,0,5200,4380180,6000,20,9071980,9072000,0.22,0.2397,0.0001,0.0075,0.03,0.4972,0,0,0,0,0,0,0,0,0,0,0,0.0175,0.0175,0,0,0.0003,0.0003,0,0.0003,0,0,0.0006,0,0,0,0.0006,0.4828,0.0007,0,1,1,0,7
1985,Madagascar,MAG,2196700,2396400,1600,115500,299550,5009750,0,0,0,170,170,0,0,0,0,0,0,199700,199700,0,0,2840,2840,0,4650,0,0,8800,0,0,0,5850,4692950,19000,41290,9943710,9985000,0.22,0.24,0.0002,0.0116,0.03,0.5017,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0.0003,0.0003,0,0.0005,0,0,0.0009,0,0,0,0.0006,0.47,0.0019,0.0041,0.9959,1,0,2
1990,Madagascar,MAG,2725000,2670000,2500,163000,335910,5896410,0,0,0,200,200,0,0,0,0,0,0,239700,239700,0,0,3000,3000,0,7000,0,0,12000,0,0,0,6500,4920680,32000,79510,11117490,11197000,0.2434,0.2385,0.0002,0.0146,0.03,0.5266,0,0,0,0,0,0,0,0,0,0,0,0.0214,0.0214,0,0,0.0003,0.0003,0,0.0006,0,0,0.0011,0,0,0,0.0006,0.4395,0.0029,0.0071,0.9929,1.0001,0,7
1995,Madagascar,MAG,3718500,3718500,8975,220920,446220,8113115,0,0,0,219,219,0,0,0,0,0,0,288038,288038,0,0,3493,3493,0,8123,0,0,12783,0,0,0,7235,6395820,43452,1722,14872278,14874000,0.25,0.25,0.0006,0.0149,0.03,0.5455,0,0,0,0,0,0,0,0,0,0,0,0.0194,0.0194,0,0,0.0002,0.0002,0,0.0005,0,0,0.0009,0,0,0,0.0005,0.43,0.0029,0.0001,0.9999,1,0,1
2000,Madagascar,MAG,3479105,4473135,0,879716,994030,9825986,0,0,0,0,0,435385,25049,0,0,0,0,0,460434,0,0,0,0,0,0,0,0,10500,0,0,0,0,5516866,74751,53463,15888537,15942000,0.2182,0.2806,0,0.0552,0.0624,0.6164,0,0,0,0,0,0.0273,0.0016,0,0,0,0,0,0.0289,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0.3461,0.0047,0.0034,0.9966,1.0002,0,13
2005,Madagascar,MAG,3672450,4721722,0,928605,1049271,10372048,0,0,0,262,262,754443,43406,0,0,0,0,0,797849,0,0,0,0,0,0,0,0,11300,0,0,0,8723,6400000,94500,45318,17684682,17730000,0.2071,0.2663,0,0.0524,0.0592,0.585,0,0,0,0,0,0.0426,0.0024,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0.0006,0,0,0,0.0005,0.361,0.0053,0.0026,0.9974,1,0,83
2010,Madagascar,MAG,4103362,5490037,0,1061707,1376675,12031782,0,0,0,308,308,1068176,55457,0,0,0,0,0,1123633,0,0,5135,5135,0,11912,0,0,15200,0,0,0,17200,7205000,125000,3610,20535170,20538780,0.1998,0.2673,0,0.0517,0.067,0.5858,0,0,0,0,0,0.052,0.0027,0,0,0,0,0,0.0547,0,0,0.0003,0.0003,0,0.0006,0,0,0.0007,0,0,0,0.0008,0.3508,0.0061,0.0002,0.9998,1,0,350
1975,Comoros,COM,191,20,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,309680,309680,0,0,0,0,0,0,0,0,366,0,0,0,0,2225,89,3429,312571,316000,0.0006,0.0001,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0.0012,0,0,0,0,0.007,0.0003,0.0109,0.9891,1.0001,0,99
1980,Comoros,COM,300,200,0,0,2745,3245,0,0,0,0,0,0,0,0,0,0,0,375340,375340,0,0,0,0,0,0,0,0,390,0,0,0,0,2450,147,1428,381572,383000,0.0008,0.0005,0,0,0.0072,0.0085,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.0064,0.0004,0.0037,0.9963,1,0,7
1985,Comoros,COM,470,2000,0,0,1280,3750,0,0,0,0,0,0,0,0,0,0,0,439040,439040,0,0,0,0,0,0,0,0,415,0,0,0,0,2675,243,1877,446123,448000,0.001,0.0045,0,0,0.0029,0.0084,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.006,0.0005,0.0042,0.9958,1,0,2
1990,Comoros,COM,640,3800,0,0,560,5000,0,0,0,0,0,0,0,0,0,0,0,512540,512540,0,0,0,0,0,0,0,0,440,0,0,0,0,2900,400,1720,521280,523000,0.0012,0.0073,0,0,0.0011,0.0096,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0.0055,0.0008,0.0033,0.9967,1,0,7
1995,Comoros,COM,896,2854,0,0,443,4193,0,0,0,0,0,0,0,0,0,0,0,601259,601259,0,0,0,0,0,0,0,0,525,0,0,0,0,4170,658,1195,610805,612000,0.0015,0.0047,0,0,0.0007,0.0069,0,0,0,0,0,0,0,0,0,0,0,0.9824,0.9824,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.0068,0.0011,0.002,0.998,1.0001,0,1
2000,Comoros,COM,0,300,0,0,0,300,0,0,0,0,0,0,680512,0,0,0,0,0,680512,0,0,0,0,0,0,0,0,611,0,0,0,0,9875,1500,1202,692798,694000,0,0.0004,0,0,0,0.0004,0,0,0,0,0,0,0.9806,0,0,0,0,0,0.9806,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0.0142,0.0022,0.0017,0.9983,1,0,83
